candidate_id,pair_id,modeled_entity_name,gene_symbol,origin_summary,recommended_disease,verdict,verdict_label,summary,support,concern,next_step,evidence_scope,source_notes,source_urls,search_log
C384-299,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL2039,asenapine,MAOB,成人精神分裂症；双相I躁狂/混合发作单药、成人锂/丙戊酸辅助及成人维持；儿科10–17岁适用范围依剂型,depressive disorder,DEFER,建议后置,asenapine–MAOB缺乏直接依据，不能从单胺变化推断代谢酶抑制。,本地阳性近邻0.306。,阴性近邻0.359；原始微透析研究解释为受体拮抗。,取得MAOB生化活性后再考虑抑郁方向。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始研究摘要为5HT2A/α2阻断导致单胺释放，不是MAOB结合。,"[""https://pubmed.ncbi.nlm.nih.gov/22362425/""]","[{""query"": ""asenapine MAOB inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/22362425/"", ""outcome"": ""原始研究摘要为5HT2A/α2阻断导致单胺释放，不是MAOB结合。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-300,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,relugolix,KDR,单药晚期前列腺癌；MYFEMBREE复方子宫肌瘤重度经血及内异症疼痛,systemic mastocytosis,DEFER,建议后置,relugolix–KDR的系统性肥大细胞增多症假设证据不足。,模型排名14，原GnRH机制明确。,MW624且阳性近邻0.30；尚缺KDR直接作用及疾病同向性。,先核实可溶浓度和KDR激酶域活性，明确疾病机制再推进。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方标签返回原药资料，未取得KDR直接实验。,"[""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=077a92f6-9f1b-479a-87c7-c92b5db6aa9c""]","[{""query"": ""relugolix KDR VEGFR2 inhibition"", ""source"": ""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=077a92f6-9f1b-479a-87c7-c92b5db6aa9c"", ""outcome"": ""官方标签返回原药资料，未取得KDR直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-301,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,sonidegib,NTRK2,限定局部晚期基底细胞癌,cancer,DEFER,建议后置,sonidegib–NTRK2建议后置，泛癌标签对新机制区分帮助有限。,阳性近邻0.326。,clogP5.82，原SMO机制不能迁移NTRK2；计算融合蛋白结果不是结合实测。,先查原始选择性面板并确认溶解度，若无新线索则后置。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,NCI药物条目支持SMO机制；本轮未取到NTRK2直接数据。,"[""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/sonidegib""]","[{""query"": ""sonidegib NTRK2 binding inhibition"", ""source"": ""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/sonidegib"", ""outcome"": ""NCI药物条目支持SMO机制；本轮未取到NTRK2直接数据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-302,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,sonidegib,LCK,限定局部晚期基底细胞癌,cancer,DEFER,建议后置,sonidegib–LCK目前不宜因抗癌用途优先。,阳性近邻0.372、排名19。,原SMO抑制与LCK直连仍缺证据，疏水性提高非特异信号排查成本。,先取回药物发现选择性面板，再做LCK酶活复核。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮取得SMO原机制条目，未获LCK直接实验。,"[""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/sonidegib""]","[{""query"": ""sonidegib LCK kinase inhibition"", ""source"": ""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/sonidegib"", ""outcome"": ""本轮取得SMO原机制条目，未获LCK直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-303,WYQFJHHDOKWSHR-MNOVXSKESA-N__CHEMBL3045,upadacitinib,PRKCB,RA/PsA、难治特应皮炎、UC/CD、AS/非放射轴性脊关节炎、pJIA及成人巨细胞动脉炎；不同既往治疗、年龄/体重限制；不推荐其他JAK/生物/强免疫抑制联合,acute myeloid leukemia,CONDITIONAL,有条件保留,upadacitinib–PRKCB可条件保留作跨激酶机制验证。,排名2，原为ATP竞争JAK药；本地PRKCB–AML体细胞关联。,阳阴近邻都0.247，没有方向优势；JAK选择性不能证明PRKCB。,先用PRKCB活性实验并对照JAK，限定浓度后再SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,数据库返回JAK1活性；未取得PRKCB直接数据。,"[""https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=9246&tab=biology""]","[{""query"": ""upadacitinib PRKCB inhibition"", ""source"": ""https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=9246&tab=biology"", ""outcome"": ""数据库返回JAK1活性；未取得PRKCB直接数据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-304,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL2850,esketamine,GSK3A,难治抑郁及伴急性自杀意念/行为的MDD抑郁症状；不是已证实自杀预防，也非标签麻醉,major depressive disorder,DEFER,建议后置,esketamine–GSK3A需防止将下游磷酸化变化当直接结合。,模型排名3；ketamine动物研究支持GSK3通路参与。,不是S对映体纯化GSK3A亲和实测；MDD已属原用途。,先做纯酶GSK3A/3B比较，若仅细胞通路变化则不按新直连推进。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始动物研究涉及ketamine及GSK3调节，未证明esketamine直接结合GSK3A。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC3200424/""]","[{""query"": ""esketamine GSK3 alpha direct inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3200424/"", ""outcome"": ""原始动物研究涉及ketamine及GSK3调节，未证明esketamine直接结合GSK3A。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-305,HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,lumateperone,COMT,成人精神分裂症、双相I/II抑郁发作单药或锂/丙戊酸辅助、MDD抗抑郁药辅助,Parkinson disease,DEFER,建议后置,lumateperone–COMT的帕金森方向需先区分受体作用与代谢酶作用。,排名4，原中枢作用明确。,阳性近邻0.214；通路图包含COMT不代表药物结合该酶。,先做COMT/SAM条件酶活，确认独立机制再推进。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方标签支持5HT2A/D2机制；未取得COMT直接数据。,"[""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?audience=consumer&setid=db730b06-6351-47fd-8183-e61e61bbead5""]","[{""query"": ""lumateperone COMT inhibition"", ""source"": ""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?audience=consumer&setid=db730b06-6351-47fd-8183-e61e61bbead5"", ""outcome"": ""官方标签支持5HT2A/D2机制；未取得COMT直接数据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-306,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,hydroxychloroquine,CTSC,敏感疟原虫疟疾治疗/预防；类风湿关节炎、系统性及盘状红斑狼疮,"epidermolytic palmoplantar keratoderma, 1",CONDITIONAL,有条件保留,hydroxychloroquine–CTSC可条件保留为组织蛋白酶选择性探索。,排名4；新化学蛋白组论文证实本药与CTSL相关。,CTSL不是CTSC；溶酶体环境及成熟加工状态可能改变结果，角化病方向未定。,并行CTSC/CTSL并控制pH与成熟体；只接受CTSC独立结果。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始论文搜索段落支持CTSL探针竞争及弱活性，不证明CTSC。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC12719729/""]","[{""query"": ""hydroxychloroquine cathepsin C direct inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC12719729/"", ""outcome"": ""原始论文搜索段落支持CTSL探针竞争及弱活性，不证明CTSC。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-307,TXEIIPDJKFWEEC-UHFFFAOYSA-N__CHEMBL2008,tafamidis,RARB,美国口服 VYNDAQEL/VYNDAMAX：成人野生型或遗传型 ATTR 心肌病，降低 CV 死亡及相关住院；欧盟 Vyndaqel：成人 TTR 淀粉样变 I 期症状性多发性神经病，延缓外周神经损伤,glaucoma,CONDITIONAL,有条件保留,tafamidis–RARB可作有条件跨领域机制探索。,排名4，RARB–青光眼有本地遗传关联。,阳阴近邻0.283/0.281接近；TTR稳定机制不能推断核受体激动。,先做RARB配体竞争与报告基因，明确方向后再考虑眼病。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本次未取得tafamidis–RARB直接原始记录。,[],"[{""query"": ""tafamidis retinoic acid receptor beta RARB"", ""source"": ""web search results"", ""outcome"": ""本次未取得tafamidis–RARB直接原始记录。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-308,KWTWDQCKEHXFFR-SMDDNHRTSA-N__CHEMBL206,tapentadol,ESR1,替代不足成人及部分≥6岁且≥40kg急性重痛；ER成人严重持续疼痛、非PRN；剂型年龄限制不同,mood disorder,DEFER,建议后置,tapentadol–ESR1建议后置，疼痛到情绪障碍并无直接结合保证。,本地ESR1–情绪障碍遗传关联。,阴性近邻0.348高于阳性0.256；原阿片/转运体机制未连到ESR1。,先查ESR1配体竞争及方向，不以镇痛/情绪共现升序。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本次未取得ESR1直接研究，只见原阿片受体信息。,[],"[{""query"": ""tapentadol estrogen receptor ESR1 binding"", ""source"": ""web search results"", ""outcome"": ""本次未取得ESR1直接研究，只见原阿片受体信息。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-309,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,brivaracetam,CYP46A1,局灶起始癫痫发作,Dravet syndrome,DEFER,建议后置,brivaracetam–CYP46A1的Dravet方向当前支持薄。,排名6，分子较小。,阳性近邻0.159；原SV2A机制与CYP46A1缺桥接。,确认含血红素活性酶后先做胆固醇转化，不将其他CYP阴性泛化。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,FDA返回常见肝CYP面板，不包括可确认CYP46A1结果。,"[""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/205836Orig1s000_205837Orig1s000_205838Orig1s000ClinPharmR.pdf""]","[{""query"": ""brivaracetam CYP46A1 inhibition"", ""source"": ""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/205836Orig1s000_205837Orig1s000_205838Orig1s000ClinPharmR.pdf"", ""outcome"": ""FDA返回常见肝CYP面板，不包括可确认CYP46A1结果。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-310,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4073,avibactam,MMP7,ceftazidime复方治疗复杂腹腔感染（联用metronidazole）、复杂尿路感染/肾盂肾炎及院内/呼吸机相关肺炎,pneumonia,DEFER,建议后置,avibactam–MMP7宿主肺炎机制建议后置。,模型排名6。,阳性近邻0.20；β内酰胺酶和MMP7催化机制不能互换，复方疗效有混淆。,先做单成分成熟MMP7活性及金属条件对照。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,返回β内酰胺酶可逆共价研究，未获MMP7直接数据。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC3406822/""]","[{""query"": ""avibactam MMP7 inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3406822/"", ""outcome"": ""返回β内酰胺酶可逆共价研究，未获MMP7直接数据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-311,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,meropenem,MMP7,复杂皮肤/腹腔细菌感染及儿童细菌性脑膜炎；含vaborbactam复方另有cUTI,pneumonia,DEFER,建议后置,meropenem–MMP7目前不值得凭肺炎关联优先。,本地排名6。,阳性近邻0.180，细菌PBP靶点不同；抗感染成功不能归因宿主MMP7。,先核查母药稳定性及MMP7单酶效应，体系未通则延后。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮没有取得本药人MMP7原始直接关系。,[],"[{""query"": ""meropenem MMP7 inhibition"", ""source"": ""web search results"", ""outcome"": ""本轮没有取得本药人MMP7原始直接关系。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-312,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,perampanel,CYP46A1,局灶癫痫及原发全面强直阵挛发作辅助,Dravet syndrome,DEFER,建议后置,perampanel–CYP46A1可保留记录但首批依据不足。,排名7，原AMPA机制与癫痫用途明确。,阳性近邻0.222；CYP3A药代不能说明CYP46A1结合或抗Dravet方向。,先做CYP46A1酶活及溶解性，再决定SPR投入。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方标签摘录为常见药代CYP，未获CYP46A1直接证据。,"[""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=bc8f7cf2-c19c-4235-859f-9ff1dd21908e&type=display""]","[{""query"": ""perampanel CYP46A1 inhibition"", ""source"": ""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=bc8f7cf2-c19c-4235-859f-9ff1dd21908e&type=display"", ""outcome"": ""官方标签摘录为常见药代CYP，未获CYP46A1直接证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-313,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL288,ozanimod,PDE4D,复发型MS及中重度活动性溃疡性结肠炎,psoriasis,CONDITIONAL,有条件保留,ozanimod–PDE4D可条件保留作免疫疾病新机制探索。,模型排名7，原S1P用途与银屑病方向有研究连贯性。,阳性近邻0.278；S1P或代谢物作用不等于母药PDE4D。,先做纯母药PDE4D酶活并核查代谢物身份，有明确效应再SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,EMA返回其他次级药理，未取得PDE4D直接证据。,"[""https://www.ema.europa.eu/documents/assessment-report/zeposia-epar-public-assessment-report_en.pdf""]","[{""query"": ""ozanimod PDE4D inhibition"", ""source"": ""https://www.ema.europa.eu/documents/assessment-report/zeposia-epar-public-assessment-report_en.pdf"", ""outcome"": ""EMA返回其他次级药理，未取得PDE4D直接证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-314,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL286,furosemide,REN,心衰/肝硬化/肾病相关水肿、高血压；急性肺水肿辅助，非各器官原病通用治疗,heart failure,DEFER,建议后置,furosemide–REN优先级应降低，系统肾素变化不能当直连。,本地排名7、原心衰水肿用途明确。,阴性近邻0.324高于阳性0.279；原始研究显示肾素分泌/活性升高而非纯酶抑制。,先纯化REN活性实验，不再用原用途共现加强此假设。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始动物摘要报告furosemide引起肾素活性升高，非直接亲和。,"[""https://pubmed.ncbi.nlm.nih.gov/6352481/""]","[{""query"": ""furosemide renin direct inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/6352481/"", ""outcome"": ""原始动物摘要报告furosemide引起肾素活性升高，非直接亲和。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-315,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,meloxicam,DHFR,OA/RA及≥60kg少关节/多关节幼年RA症状缓解；仅抓取片剂用途,arthritic joint disease,INSUFFICIENT,信息不足,meloxicam–DHFR需先取回NSAID原始研究，不能直接当全新关系。,检索命中人DHFR与NSAID的原始结构研究，提供家族线索。,打开论文遇验证码，未核实是否含meloxicam；阳阴近邻均约0.27。,取回正文/补充表核实母药记录，已测则更新新颖性，未测再考虑酶活。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,取得搜索摘要；正文访问reCAPTCHA，未确认meloxicam是否纳入。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC8404948/""]","[{""query"": ""meloxicam dihydrofolate reductase inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC8404948/"", ""outcome"": ""取得搜索摘要；正文访问reCAPTCHA，未确认meloxicam是否纳入。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-316,MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL2243,bumetanide,FAAH,充血性心衰、肝病或肾病含肾病综合征相关水肿；口服/注射/鼻用剂型条件不同,acute kidney injury,DEFER,建议后置,bumetanide–FAAH的急性肾损伤假设当前缺直接支持。,本地阳性近邻0.297。,原利尿机制及肾病水肿用途不等于肾保护或FAAH结合。,先测FAAH活性，区分母药新靶点和利尿间接效应。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本次只见其他转运/FAAH药物资料，未获本对原始记录。,[],"[{""query"": ""bumetanide FAAH inhibition"", ""source"": ""web search results"", ""outcome"": ""本次只见其他转运/FAAH药物资料，未获本对原始记录。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-317,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL5366,binimetinib,PARP2,BRAF特定突变黑色素瘤和NSCLC联合encorafenib治疗,non-small cell lung carcinoma,DEFER,建议后置,binimetinib–PARP2需防止联合试验信息归错药。,本地排名10。,阳阴近邻均0.235；JAVELIN研究的PARP抑制剂是talazoparib，binimetinib为MEK药。,先取得单药PARP2酶活，不把组合抗癌结果当新直连。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始试验摘要明确talazoparib/PARP与binimetinib/MEK分工。,"[""https://pubmed.ncbi.nlm.nih.gov/37379764/""]","[{""query"": ""binimetinib PARP2 inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/37379764/"", ""outcome"": ""原始试验摘要明确talazoparib/PARP与binimetinib/MEK分工。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-318,OEKWJQXRCDYSHL-FNOIDJSQSA-N__CHEMBL3535,ticagrelor,PDE9A,ACS/心梗史、特定CAD及急性缺血卒中/TIA患者降低心脑血管/支架血栓事件,stroke disorder,DEFER,建议后置,ticagrelor–PDE9A建议后置，卒中原用途重叠不提供独立靶点证据。,本地排名10。,阳性近邻0.183；P2Y12与ENT1机制不能转为PDE9A。,先取单药PDE9A活性，控制核苷相关信号解释。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,监管资料返回抗血小板数据，未获PDE9A直接记录。,"[""https://www.ema.europa.eu/en/documents/assessment-report/brilique-epar-public-assessment-report_en.pdf""]","[{""query"": ""ticagrelor PDE9A inhibition"", ""source"": ""https://www.ema.europa.eu/en/documents/assessment-report/brilique-epar-public-assessment-report_en.pdf"", ""outcome"": ""监管资料返回抗血小板数据，未获PDE9A直接记录。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-319,FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL3045,ixabepilone,PRKCB,蒽环/紫杉耐药局晚或转移乳腺癌联合capecitabine；蒽环/紫杉/capecitabine失败后单药,acute myeloid leukemia by FAB classification,DEFER,建议后置,ixabepilone–PRKCB的AML方向不宜仅凭细胞毒性推进。,模型排名10。,阳性近邻0.211；已知微管作用足以造成细胞变化，不能证明PRKCB。,先做PRKCB纯酶活并与微管效应区分。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,厂家机制资料支持β微管蛋白结合，未获PRKCB直接证据。,"[""https://www.ixempra.com/for-healthcare-providers/mechanism-of-action/""]","[{""query"": ""ixabepilone PRKCB inhibition"", ""source"": ""https://www.ixempra.com/for-healthcare-providers/mechanism-of-action/"", ""outcome"": ""厂家机制资料支持β微管蛋白结合，未获PRKCB直接证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-320,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,mirdametinib,HDAC11,NF1伴不能完整切除症状性丛状神经纤维瘤（良性肿瘤场景，非泛癌）,acute myeloid leukemia,DEFER,建议后置,mirdametinib–HDAC11应后置，需先保证端点能测对。,模型排名6。,阳性近邻0.195；HDAC11底物选择影响解释，MEK原机制不是支持。,选HDAC11适配去长链酰化端点和合格参考物，先查母药活性。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始论文提示HDAC11去长链酰化及部分常见HDAC药不抑制，未涉及mirdametinib。,"[""https://pubmed.ncbi.nlm.nih.gov/29731425/""]","[{""query"": ""mirdametinib HDAC11 inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/29731425/"", ""outcome"": ""原始论文提示HDAC11去长链酰化及部分常见HDAC药不抑制，未涉及mirdametinib。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-321,WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL3045,fluocinonide,PRKCB,皮质激素反应性皮肤病炎症与瘙痒缓解,Crohn disease,DEFER,建议后置,fluocinonide–PRKCB暂后置，不能从糖皮质激素抗炎推断激酶直连。,本地PRKCB–Crohn遗传关联、排名6。,阳性近邻仅0.156且低于阴性；外用用途到肠道疗效尚缺暴露和方向。,先测PRKCB纯酶活；无直接线索不单独开体系。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮未取得本对原始直接证据。,[],"[{""query"": ""fluocinonide PRKCB inhibition"", ""source"": ""web search results"", ""outcome"": ""本轮未取得本对原始直接证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-322,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2850,guanfacine,GSK3A,普通剂型高血压；缓释ADHD单药及兴奋剂辅助,bipolar disorder,DEFER,建议后置,guanfacine–GSK3A的双相假设先后置。,本地排名7，原α2机制清楚。,阳阴近邻0.236/0.246；神经信号联系不是GSK3A结合。,先补纯化GSK3A活性与原受体作用区分。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本次未获得本药GSK3A直接实验。,[],"[{""query"": ""guanfacine GSK3A direct inhibition"", ""source"": ""web search results"", ""outcome"": ""本次未获得本药GSK3A直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-323,CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL2252,indomethacin,CTSC,中重度RA/AS/OA、急性痛肩滑囊炎/肌腱炎及普通胶囊急性痛风性关节炎,"epidermolytic palmoplantar keratoderma, 1",DEFER,建议后置,indomethacin–CTSC有其他蛋白酶线索，但浓度和同工酶问题使其后置。,原始研究报告cathepsin B等受抑。,不是CTSC，部分效应在数百微摩尔；不能移用到角化病靶点。,先查成熟人CTSC低浓度活性，排除pH/溶酶体间接作用。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始摘要为大鼠cathepsin B/H，indomethacin约400μM半抑制B，非CTSC。,"[""https://pubmed.ncbi.nlm.nih.gov/6482089/""]","[{""query"": ""indomethacin cathepsin C inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/6482089/"", ""outcome"": ""原始摘要为大鼠cathepsin B/H，indomethacin约400μM半抑制B，非CTSC。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-324,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,crisaborole,FAAH,轻中度特应性皮炎局部治疗,seasonal allergic rhinitis,CONDITIONAL,有条件保留,crisaborole–FAAH可条件保留为炎症药新酶机制探索。,分子量251、阳性近邻0.294，原PDE作用有实测。,含硼结构不自动等于FAAH抑制；官方描述水不溶，需实测配液浓度。,先确认纯化合物溶解性和FAAH酶活，再SPR，不能用软膏制剂代替。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,数据库提供PDE活性，未获FAAH直接数据；水溶性来自同轮官方EUCRISA标签返回。,"[""https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=9151&tab=biology"", ""https://dailymed-us-east-1.awsprod.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=609b77de-1ca3-4783-b8f5-01a9c0f1d77d&type=display""]","[{""query"": ""crisaborole FAAH inhibition"", ""source"": ""https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=9151&tab=biology"", ""outcome"": ""数据库提供PDE活性，未获FAAH直接数据；水溶性来自同轮官方EUCRISA标签返回。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-325,UJLAWZDWDVHWOW-YPMHNXCESA-N__CHEMBL5366,tofacitinib,PARP2,TNF阻滞不足/不耐受的RA、PsA、AS、UC及特定儿科pcJIA/PsA；禁止推荐联合其他生物DMARD/强免疫抑制的限制依剂型,melanoma,DEFER,建议后置,tofacitinib–PARP2的黑色素瘤方向目前不足以优先。,本地排名8、药物JAK亲和已明确。,阳性近邻0.247；商品目录并列PARP/JAK药不能支持交叉结合。,先做纯化PARP2活性，后续肿瘤细胞效应须排除JAK机制。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方审评返回JAK结合，未取到PARP2直接实验。,"[""https://www.ema.europa.eu/en/documents/assessment-report/xeljanz-epar-public-assessment-report_en.pdf""]","[{""query"": ""tofacitinib PARP2 inhibition"", ""source"": ""https://www.ema.europa.eu/en/documents/assessment-report/xeljanz-epar-public-assessment-report_en.pdf"", ""outcome"": ""官方审评返回JAK结合，未取到PARP2直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-326,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL1947,guanfacine,THRB,普通剂型高血压；缓释ADHD单药及兴奋剂辅助,bipolar disorder,DEFER,建议后置,guanfacine–THRB缺乏核受体直接作用线索。,本地排名8。,原α2A激动与THRB机制距离大；阳性近邻0.263不足以确定方向。,先做THRB竞争/报告基因，确认激动拮抗再谈双相用途。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方标签支持α2A原机制，未获THRB直连。,"[""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=178b649f-8c0f-4fea-a168-3ce4ff52129d""]","[{""query"": ""guanfacine thyroid hormone receptor beta binding"", ""source"": ""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=178b649f-8c0f-4fea-a168-3ce4ff52129d"", ""outcome"": ""官方标签支持α2A原机制，未获THRB直连。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-327,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,deutetrabenazine,UGCG,亨廷顿病舞蹈症；迟发性运动障碍,Gaucher disease,INSUFFICIENT,信息不足,deutetrabenazine–UGCG先补化学种与膜酶体系信息。,本地排名8，有跨运动障碍至Gaucher假设。,阳性近邻0.183；VMAT2相关注释不能迁移UGCG，现有参考只有功能端点。,核对氘代母药/代谢物及UGCG膜脂条件，先做脂质产物活性。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,方法论文支持UGCG酶活/细胞脂质筛选路线，未获deutetrabenazine直接记录。,"[""https://pubmed.ncbi.nlm.nih.gov/36587085/""]","[{""query"": ""deutetrabenazine glucosylceramide synthase inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/36587085/"", ""outcome"": ""方法论文支持UGCG酶活/细胞脂质筛选路线，未获deutetrabenazine直接记录。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
