scope,candidate_id,pair_id,drug_name,gene_symbol,original_indications,proposed_indication,route,review_status,llm_verdict,llm_summary,llm_support,llm_concern,llm_next_step,llm_source_urls,llm_search_log,llm_source_notes,action_class,action_label,reason_tags,reason_detail,can_test,critical_condition
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-339,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL4393,sotalol,MMP12,已证实危及生命室性心律失常；高度症状AFIB/AFL复发延迟/窦律维持；未证实增生存、不用于低症状或易逆转情形,stroke disorder,放宽联合门槛,REVIEWED,CONDITIONAL,Sotalol–MMP12可探索，卒中图谱联系只是后续疾病假设。,本地模型给出MMP12配对。,没有直接实验命中，不从原心脏药机制否定蛋白酶脱靶。,核验MMP12金属依赖活性，SPR阳性再查底物裂解。,[],"[{""query"": ""\""sotalol\"" \""MMP12\"""", ""source"": ""web search"", ""outcome"": ""本次未定位原始配对实测。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",本次未定位原始配对实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Sotalol–MMP12可探索，卒中图谱联系只是后续疾病假设。 没有直接实验命中，不从原心脏药机制否定蛋白酶脱靶。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,核验MMP12金属依赖活性，SPR阳性再查底物裂解。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-340,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL2331065,bempedoic acid,FTO,降低限定高危成人心血管事件风险；高胆固醇血症含HeFH降LDL-C,atrial fibrillation,放宽联合门槛,REVIEWED,CONDITIONAL,Bempedoic acid–FTO可探索，母药与活化代谢物必须区分。,本地模型和房颤联合假设提供筛查方向。,检索FTO多指专利自由实施而非FTO去甲基化酶；不能用原药活化机制替代母药FTO数据。,使用模型母体做FTO结合，阳性补辅因子适配去甲基化实验。,[],"[{""query"": ""\""bempedoic acid\"" \""FTO\"""", ""source"": ""web search"", ""outcome"": ""检索未定位FTO蛋白直接原始实验；排除专利缩写同名噪声。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",检索未定位FTO蛋白直接原始实验；排除专利缩写同名噪声。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Bempedoic acid–FTO可探索，母药与活化代谢物必须区分。 检索FTO多指专利自由实施而非FTO去甲基化酶；不能用原药活化机制替代母药FTO数据。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,使用模型母体做FTO结合，阳性补辅因子适配去甲基化实验。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-341,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1966,olmesartan,DHODH,高血压；标签为medoxomil前药，含HCT复方条目仍同用途,rheumatoid arthritis,放宽联合门槛,REVIEWED,CONDITIONAL,Olmesartan–DHODH有独立计算预测线索，可探索但尚非已证实关系。,2025原始计算研究将olmesartan列入DHODH预测候选。,QSAR和对接分均不是实测IC50/Kd，且模型间数据依赖尚未核实。,采用模型活性母体olmesartan直接测结合和酶活，不换成medoxomil前药。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC11898721/""]","[{""query"": ""\""olmesartan\"" \""DHODH\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC11898721/"", ""outcome"": ""原始论文搜索片段为top predicted drugs表，未确认湿实验；不把预测p值转为实测效力。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",原始论文搜索片段为top predicted drugs表，未确认湿实验；不把预测p值转为实测效力。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Olmesartan–DHODH有独立计算预测线索，可探索但尚非已证实关系。 QSAR和对接分均不是实测IC50/Kd，且模型间数据依赖尚未核实。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,采用模型活性母体olmesartan直接测结合和酶活，不换成medoxomil前药。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-342,KIHYPELVXPAIDH-HNSNBQBZSA-N__CHEMBL5145,siponimod,BRAF,本轮尚未完成该药原用途标签核实，不据此判定跨领域,myelodysplastic syndrome,放宽联合门槛,REVIEWED,CONDITIONAL,Siponimod–BRAF可检验，但不能从BRAF突变细胞实验宣称BRAF抑制。,本地模型和骨髓增生异常方向提出配对。,原始S1P药物研究观察黑色素瘤细胞增殖，属于疾病表型而非BRAF直接活性，不能直接移用于MDS结论。,先做BRAF构建结合及酶活，疾病实验需另辨作用方向。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC9837347/""]","[{""query"": ""\""siponimod\"" \""BRAF\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC9837347/"", ""outcome"": ""原始研究检索片段涉及BRAF突变细胞及增殖，不是直接激酶实验；未阅读全文。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",原始研究检索片段涉及BRAF突变细胞及增殖，不是直接激酶实验；未阅读全文。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Siponimod–BRAF可检验，但不能从BRAF突变细胞实验宣称BRAF抑制。 原始S1P药物研究观察黑色素瘤细胞增殖，属于疾病表型而非BRAF直接活性，不能直接移用于MDS结论。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,先做BRAF构建结合及酶活，疾病实验需另辨作用方向。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-343,QQHMKNYGKVVGCZ-UHFFFAOYSA-N__CHEMBL2189110,tipiracil,EZH2,trifluridine/tipiracil复方转移结直肠癌及既往治疗胃/胃食管结合部癌,melanoma,放宽联合门槛,REVIEWED,CONDITIONAL,Tipiracil–EZH2可探索，联合抗癌专利并没有证明此配对。,EZH2在该药模型内位次较前。,专利将trifluridine/tipiracil列为联合药物，不能把所发明EZH2抑制剂活性转给tipiracil。,仅以tipiracil单体测适配EZH2复合物，再查酶活。,"[""https://patents.google.com/patent/WO2017025493A1/en""]","[{""query"": ""\""tipiracil\"" \""EZH2\"""", ""source"": ""https://patents.google.com/patent/WO2017025493A1/en"", ""outcome"": ""原始专利搜索片段是组合药清单，未给tipiracil单药直接活性。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",原始专利搜索片段是组合药清单，未给tipiracil单药直接活性。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Tipiracil–EZH2可探索，联合抗癌专利并没有证明此配对。 专利将trifluridine/tipiracil列为联合药物，不能把所发明EZH2抑制剂活性转给tipiracil。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,仅以tipiracil单体测适配EZH2复合物，再查酶活。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-344,FJZZPCZKBUKGGU-AUSIDOKSSA-N__CHEMBL6009,eliglustat,DGAT1,本轮尚未完成该药原用途标签核实，不据此判定跨领域,familial chylomicronemia syndrome,放宽联合门槛,REVIEWED,CONDITIONAL,Eliglustat–DGAT1可探索，脂质相关原机制不等于DGAT1作用。,DGAT1在该药模型内位次较前，有乳糜微粒血症疾病假设。,未检出原始直接配对实验；膜蛋白制备状态影响可解释性。,使用经参考配体测通的DGAT1膜环境或重构体系，阳性补甘油三酯合成读出。,[],"[{""query"": ""\""eliglustat\"" \""DGAT1\"""", ""source"": ""web search"", ""outcome"": ""本次未定位直接原始实测，保留新靶点探索。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",本次未定位直接原始实测，保留新靶点探索。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Eliglustat–DGAT1可探索，脂质相关原机制不等于DGAT1作用。 未检出原始直接配对实验；膜蛋白制备状态影响可解释性。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,使用经参考配体测通的DGAT1膜环境或重构体系，阳性补甘油三酯合成读出。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-345,VCKUSRYTPJJLNI-UHFFFAOYSA-N__CHEMBL4142,terazosin,FGFR2,症状性BPH；高血压,atrial fibrillation,放宽联合门槛,REVIEWED,CONDITIONAL,Terazosin–FGFR2可探索，原α受体机制不排除激酶脱靶。,该药模型内FGFR2位次较前。,没有直接实验命中；房颤图谱连接不能说明抑制方向。,用FGFR2活性构建独立测梯度并补激酶功能。,[],"[{""query"": ""\""terazosin\"" \""FGFR2\"""", ""source"": ""web search"", ""outcome"": ""直接检索未定位原始配对实测。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",直接检索未定位原始配对实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Terazosin–FGFR2可探索，原α受体机制不排除激酶脱靶。 没有直接实验命中；房颤图谱连接不能说明抑制方向。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,用FGFR2活性构建独立测梯度并补激酶功能。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-346,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL2041,lenalidomide,RET,MM治疗/移植后维持；5q缺失MDS输血依赖贫血；MCL；限定FL/MZL联合rituximab,B-cell chronic lymphocytic leukemia,放宽联合门槛,REVIEWED,CONDITIONAL,Lenalidomide–RET可探索，但PROTAC和计算结果均不能当母药直接阳性。,存在针对本药RET的计算预印本线索；本地模型也提出配对。,原始PROTAC中RET端是LOXO-292，lenalidomide是CRBN端；不能转移纳摩尔活性。,直接测母药RET结合与酶活；不把PROTAC竞争实验误解为母药RET占位。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC12874623/"", ""https://assets-eu.researchsquare.com/files/rs-4857041/v1_covered_5ab2231c-dc6e-4a2e-bcf7-2570a17209a8.pdf""]","[{""query"": ""\""lenalidomide\"" \""RET\"" kinase"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC12874623/;https://assets-eu.researchsquare.com/files/rs-4857041/v1_covered_5ab2231c-dc6e-4a2e-bcf7-2570a17209a8.pdf"", ""outcome"": ""读取原始研究及预印本搜索片段：前者为嵌合分子，后者为计算预测，未取得母药直接活性。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",读取原始研究及预印本搜索片段：前者为嵌合分子，后者为计算预测，未取得母药直接活性。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Lenalidomide–RET可探索，但PROTAC和计算结果均不能当母药直接阳性。 原始PROTAC中RET端是LOXO-292，lenalidomide是CRBN端；不能转移纳摩尔活性。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,直接测母药RET结合与酶活；不把PROTAC竞争实验误解为母药RET占位。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-347,IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL4393,metoprolol,MMP12,高血压、心绞痛、心衰；tartrate标签另含急性心梗降低心血管死亡风险，按剂型适用,stroke disorder,放宽联合门槛,REVIEWED,CONDITIONAL,Metoprolol–MMP12可保留探索，模型第一位不是已知酶抑制。,MMP12位于该药模型靶点首位。,β阻断药改变组织MMP表达与MMP12直接结合不同；心梗中的方向性不能直接套到卒中。,用活性MMP12和空白表面验证，阳性后做底物水解。,[],"[{""query"": ""\""metoprolol\"" \""MMP12\"""", ""source"": ""web search"", ""outcome"": ""本次未定位metoprolol–MMP12原始直接实测；疾病综述不作直接支持。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",本次未定位metoprolol–MMP12原始直接实测；疾病综述不作直接支持。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Metoprolol–MMP12可保留探索，模型第一位不是已知酶抑制。 β阻断药改变组织MMP表达与MMP12直接结合不同；心梗中的方向性不能直接套到卒中。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,用活性MMP12和空白表面验证，阳性后做底物水解。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-348,MKJIEFSOBYUXJB-HOCLYGCPSA-N__CHEMBL1808,tetrabenazine,ACE,本轮尚未完成该药原用途标签核实，不据此判定跨领域,schizophrenia,放宽联合门槛,REVIEWED,CONDITIONAL,Tetrabenazine–ACE可探索，合并降压效应不是ACE结合证据。,该药模型内ACE位次较前。,药物相互作用或ACE药物清单不能证明tetrabenazine抑制ACE。,区分母药与还原代谢物，独立做ACE结合和酶活。,[],"[{""query"": ""\""tetrabenazine\"" \""angiotensin converting enzyme\"""", ""source"": ""web search"", ""outcome"": ""直接检索未定位原始配对活性；不将与enalapril合用效应作为直接证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",直接检索未定位原始配对活性；不将与enalapril合用效应作为直接证据。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Tetrabenazine–ACE可探索，合并降压效应不是ACE结合证据。 药物相互作用或ACE药物清单不能证明tetrabenazine抑制ACE。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,区分母药与还原代谢物，独立做ACE结合和酶活。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-349,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL1871,tazemetostat,AR,≥16岁不可完全切除局晚/转移上皮样肉瘤；成人复发难治滤泡淋巴瘤EZH2突变且≥2线后或无满意替代；所抓标签为加速批准条件,leiomyosarcoma,放宽联合门槛,REVIEWED,CONDITIONAL,Tazemetostat–AR可探索，但监管资料中的低相互作用预测需保留为不确定线索。,本地模型提出AR候选；原始癌症研究有EZH2与AR通路联系。,FDA质量审评的低AR潜力来自申请资料及QSAR，不是可量化AR生化阴性；联合enzalutamide不能证明本药占位。,若筛查先做小规模AR结合，保留QSAR不一致记录并补受体功能。,"[""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/211723Orig1s000ChemR.pdf""]","[{""query"": ""\""tazemetostat\"" \""androgen receptor\"""", ""source"": ""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/211723Orig1s000ChemR.pdf"", ""outcome"": ""FDA原始审评检索片段明确为资料及QSAR评估，未给直接AR实验数值；未阅读全文。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",FDA原始审评检索片段明确为资料及QSAR评估，未给直接AR实验数值；未阅读全文。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Tazemetostat–AR可探索，但监管资料中的低相互作用预测需保留为不确定线索。 FDA质量审评的低AR潜力来自申请资料及QSAR，不是可量化AR生化阴性；联合enzalutamide不能证明本药占位。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,若筛查先做小规模AR结合，保留QSAR不一致记录并补受体功能。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-350,ZPUCINDJVBIVPJ-LJISPDSOSA-N__CHEMBL284,cocaine,DPP4,本轮尚未完成该药原用途标签核实，不据此判定跨领域,asthma,放宽联合门槛,REVIEWED,CONDITIONAL,Cocaine–DPP4可探索，CART肽研究并不是cocaine母药实验。,本地模型与哮喘疾病连接给出候选。,Cocaine-and-amphetamine-regulated transcript是蛋白名称，不能把其肽抑制DPP4归给cocaine。,采用模型药物结构做DPP4结合及酶活，严格区分CART肽。,"[""https://pubmed.ncbi.nlm.nih.gov/36674439/""]","[{""query"": ""\""cocaine\"" \""DPP4\"""", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/36674439/"", ""outcome"": ""原始论文摘要片段测试CART(55-102)肽，不是cocaine小分子。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",原始论文摘要片段测试CART(55-102)肽，不是cocaine小分子。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Cocaine–DPP4可探索，CART肽研究并不是cocaine母药实验。 Cocaine-and-amphetamine-regulated transcript是蛋白名称，不能把其肽抑制DPP4归给cocaine。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,采用模型药物结构做DPP4结合及酶活，严格区分CART肽。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-351,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1966,mesalamine,DHODH,模型实体 mesalamine：口服缓释/肠溶制剂用于成人轻中度 UC 诱导及维持缓解，所核片剂儿童≥24kg；栓剂用于成人轻中度活动性溃疡性直肠炎,rheumatoid arthritis,放宽联合门槛,REVIEWED,CONDITIONAL,Mesalamine–DHODH可探索，抗炎适应证不证明嘧啶代谢抑制。,本地模型及类风湿连接支持筛查方向。,没有检出直接实测；酶功能与疾病抗炎效果需分别检验。,使用DHODH参考配体验证，结合阳性后补酶活与细胞代谢救援。,[],"[{""query"": ""\""mesalamine\"" \""DHODH\"""", ""source"": ""web search"", ""outcome"": ""未定位原始直接配对实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",未定位原始直接配对实验。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Mesalamine–DHODH可探索，抗炎适应证不证明嘧啶代谢抑制。 没有检出直接实测；酶功能与疾病抗炎效果需分别检验。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,使用DHODH参考配体验证，结合阳性后补酶活与细胞代谢救援。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-352,SDEAXTCZPQIFQM-UHFFFAOYSA-N__CHEMBL3267,tucatinib,PIK3CG,本轮尚未完成该药原用途标签核实，不据此判定跨领域,coronary atherosclerosis,放宽联合门槛,REVIEWED,CONDITIONAL,Tucatinib–PIK3CG可探索，HER2下游变化不能替代PI3Kγ直接作用。,本地预测及冠脉粥样硬化连接提供方向。,未检出本药PIK3CG实测，正负近邻相近提示不确定而非实验结论。,使用p110γ适配构建及参考抑制剂，阳性补脂质激酶功能。,[],"[{""query"": ""\""tucatinib\"" \""PIK3CG\"""", ""source"": ""web search"", ""outcome"": ""直接检索未定位原始配对实测。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",直接检索未定位原始配对实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Tucatinib–PIK3CG可探索，HER2下游变化不能替代PI3Kγ直接作用。 未检出本药PIK3CG实测，正负近邻相近提示不确定而非实验结论。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,使用p110γ适配构建及参考抑制剂，阳性补脂质激酶功能。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-353,MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL4282,roflumilast,AKT1,口服减少限定严重COPD急性加重；外用脂溢性皮炎/银屑病及特应性皮炎,female breast carcinoma,放宽联合门槛,REVIEWED,CONDITIONAL,Roflumilast–AKT1可探索，但已有通路效应不能证明直接AKT1抑制。,原始研究涉及roflumilast上调脑组织PI3K/AKT及其N-oxide影响免疫细胞磷酸化。,不同模型方向不同，且代谢物非母药；AKT表达不等于AKT1配体占位。,独立测母药AKT1结合与激酶功能，再决定乳腺癌假设方向。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC11006765/"", ""https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.13173""]","[{""query"": ""\""roflumilast\"" \""AKT1\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC11006765/;https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.13173"", ""outcome"": ""原始搜索片段支持通路/代谢物效应，不是母药AKT1直接Kd；未阅读全文。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",原始搜索片段支持通路/代谢物效应，不是母药AKT1直接Kd；未阅读全文。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Roflumilast–AKT1可探索，但已有通路效应不能证明直接AKT1抑制。 不同模型方向不同，且代谢物非母药；AKT表达不等于AKT1配体占位。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,独立测母药AKT1结合与激酶功能，再决定乳腺癌假设方向。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-354,PCOBBVZJEWWZFR-UHFFFAOYSA-N__CHEMBL1944,ezogabine,MME,本轮尚未完成该药原用途标签核实，不据此判定跨领域,essential hypertension,放宽联合门槛,REVIEWED,CONDITIONAL,Ezogabine–MME可探索，尚无脑啡肽酶直接证据。,本地模型及高血压联合假设提供方向。,未发现母药neprilysin活性；疾病图谱不等于抑制MME。,确认MME构建和金属条件，结合阳性再测底物裂解。,[],"[{""query"": ""\""ezogabine\"" \""neprilysin\"""", ""source"": ""web search"", ""outcome"": ""本次未定位原始直接配对数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",本次未定位原始直接配对数据。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Ezogabine–MME可探索，尚无脑啡肽酶直接证据。 未发现母药neprilysin活性；疾病图谱不等于抑制MME。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,确认MME构建和金属条件，结合阳性再测底物裂解。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-355,PNVNVHUZROJLTJ-UHFFFAOYSA-N__CHEMBL2039,venlafaxine,MAOB,本轮尚未完成该药原用途标签核实，不据此判定跨领域,melancholia,放宽联合门槛,REVIEWED,INSUFFICIENT,Venlafaxine–MAOB有既有体外酶学，先核强度和已知关系。,原始2010论文明确在猪脑皮层粗线粒体体系测到venlafaxine对MAOB抑制。,官方标签概括无MAO抑制，与高浓度体外结果不必矛盾；本轮未取到活性表，不报人MAOB Kd。,取得原始浓度曲线及表格，标记已有非人酶活；决定是否值得做物种/结合复核。,"[""https://pubmed.ncbi.nlm.nih.gov/21200377/"", ""https://www.nel.edu/userfiles/articlesnew/NEL310510A19.pdf"", ""https://www.dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5351fe67-17d9-42ec-9e8b-6585fdb9e29e""]","[{""query"": ""\""venlafaxine\"" \""monoamine oxidase B\"" inhibition; \""Inhibition of monoamine oxidase activity by antidepressants and mood stabilizers\"" venlafaxine"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/21200377/;https://www.nel.edu/userfiles/articlesnew/NEL310510A19.pdf;https://www.dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5351fe67-17d9-42ec-9e8b-6585fdb9e29e"", ""outcome"": ""实际打开原始PDF读到摘要和方法概述：猪脑粗线粒体、高浓度抑制；后续表格定位工具失败/超时，未读取具体IC50；标签仅为概括说明。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}, {""query"": ""open https://www.nel.edu/userfiles/articlesnew/NEL310510A19.pdf"", ""source"": ""https://www.nel.edu/userfiles/articlesnew/NEL310510A19.pdf"", ""outcome"": ""实际读原始PDF摘要及前部方法概述；后续表格定位失败/超时，未取IC50。"", ""access_scope"": ""FULL_TEXT_PDF_SELECTED_SECTIONS_TABLE_UNRESOLVED""}]",实际打开原始PDF读到摘要和方法概述：猪脑粗线粒体、高浓度抑制；后续表格定位工具失败/超时，未读取具体IC50；标签仅为概括说明。,FIRST_RESOLVE,先解决具体问题,"[""PRIOR_ACTIVITY""]",Venlafaxine–MAOB有既有体外酶学，先核强度和已知关系。 官方标签概括无MAO抑制，与高浓度体外结果不必矛盾；本轮未取到活性表，不报人MAOB Kd。,先解决下列具体资料或身份问题，再决定测试。,取得原始浓度曲线及表格，标记已有非人酶活；决定是否值得做物种/结合复核。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-356,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL3201,sonidegib,AHR,限定局部晚期基底细胞癌,skin neoplasm,放宽联合门槛,REVIEWED,CONDITIONAL,Sonidegib–AHR可作为新受体探索。,本地预测及皮肤肿瘤疾病连接给出方向。,药物筛查清单把AHR抑制剂SR1与sonidegib分开，不能据清单共现确认AHR结合。,使用适合AHR配体识别的构建或细胞靶点参与实验，阳性后查转录功能。,[],"[{""query"": ""\""sonidegib\"" \""aryl hydrocarbon receptor\"""", ""source"": ""web search"", ""outcome"": ""未定位本药AHR原始直接实验；排除其他药物清单混淆。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",未定位本药AHR原始直接实验；排除其他药物清单混淆。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Sonidegib–AHR可作为新受体探索。 药物筛查清单把AHR抑制剂SR1与sonidegib分开，不能据清单共现确认AHR结合。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,使用适合AHR配体识别的构建或细胞靶点参与实验，阳性后查转录功能。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-357,HJBWBFZLDZWPHF-UHFFFAOYSA-N__CHEMBL5145,apalutamide,BRAF,转移去势敏感及非转移去势抵抗前列腺癌,melanoma,放宽联合门槛,REVIEWED,CONDITIONAL,Apalutamide–BRAF可探索，BRAF突变检测和联合用药不是直接结合。,本地模型及黑色素瘤联合假设提供方向。,原始临床注册BRAF是ctDNA检测基因；组合专利中BRAF抑制剂为另一成分。,以BRAF活性构建和参考配体测母药，阳性补激酶功能。,"[""https://clinicaltrials.gov/study/NCT04601441"", ""https://patents.google.com/patent/WO2025146444A1/en""]","[{""query"": ""\""apalutamide\"" \""BRAF\"""", ""source"": ""https://clinicaltrials.gov/study/NCT04601441;https://patents.google.com/patent/WO2025146444A1/en"", ""outcome"": ""原始注册与专利检索片段属于基因检测/组合治疗，不证明apalutamide直接BRAF抑制。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",原始注册与专利检索片段属于基因检测/组合治疗，不证明apalutamide直接BRAF抑制。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",Apalutamide–BRAF可探索，BRAF突变检测和联合用药不是直接结合。 原始临床注册BRAF是ctDNA检测基因；组合专利中BRAF抑制剂为另一成分。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,以BRAF活性构建和参考配体测母药，阳性补激酶功能。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-358,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2285,aripiprazole,ADAMTS5,模型实体 aripiprazole：精神分裂症；双相 I 躁狂/混合发作单药及锂/丙戊酸辅助；成人 MDD 辅助；自闭症相关易激惹；Tourette 障碍；年龄及剂型条件依各项标签,major depressive disorder,放宽联合门槛,REVIEWED,CONDITIONAL,Aripiprazole–ADAMTS5可探索，尚无直接酶活记录命中。,本地模型和抑郁疾病连接支持待检验方向。,不能由神经受体原机制排除蛋白酶脱靶；疾病机制仍需独立构建。,确认ADAMTS5活性并检查非特异结合，阳性后补底物裂解。,[],"[{""query"": ""\""aripiprazole\"" \""ADAMTS5\"""", ""source"": ""web search"", ""outcome"": ""本次未定位原始直接实测。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS_NOT_FULL_TEXT""}]",本次未定位原始直接实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",Aripiprazole–ADAMTS5可探索，尚无直接酶活记录命中。 不能由神经受体原机制排除蛋白酶脱靶；疾病机制仍需独立构建。,可以作为探索性配对；样品、构建和对照合格后小规模测试。,确认ADAMTS5活性并检查非特异结合，阳性后补底物裂解。
